"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Butterfly (Pec Deck)",,"",1,"normal",63,6,,,
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Butterfly (Pec Deck)",,"",2,"normal",63,5,,,
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Lateral Raise (Machine)",,"",0,"normal",27,13,,,
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Lateral Raise (Machine)",,"",1,"normal",27,11,,,
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Lateral Raise (Machine)",,"",2,"normal",27,13,,,
"Push day (chest focus)","24 Jun 2024, 20:17","24 Jun 2024, 21:45","","Lateral Raise (Machine)",,"",3,"normal",17,9,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Seated Shoulder Press (Machine)",,"",0,"normal",47,8,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Seated Shoulder Press (Machine)",,"",1,"normal",47,7,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Seated Shoulder Press (Machine)",,"",2,"normal",47,5,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","crossbody cable extension",,"",0,"normal",11,9,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","crossbody cable extension",,"",1,"normal",11,12,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Lateral Raise (Machine)",,"",0,"normal",27,10,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Lateral Raise (Machine)",,"",1,"normal",27,13,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Lateral Raise (Machine)",,"",2,"normal",27,13,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,8,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,9,,,
"Shoulder day","20 Jun 2024, 18:47","20 Jun 2024, 19:55","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,9,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Lat Pulldown (Cable)",,"",0,"normal",49.5,8,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Lat Pulldown (Cable)",,"",1,"normal",49.5,7,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Lat Pulldown (Cable)",,"",2,"normal",49.5,6,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Cable row Machine",,"",0,"normal",77,7,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Cable row Machine",,"",1,"normal",77,7,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Cable row Machine",,"",2,"normal",77,6,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Preacher Curl (Machine)",,"",0,"normal",15,7,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Preacher Curl (Machine)",,"",1,"normal",15,6,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Preacher Curl (Machine)",,"",2,"normal",10,5,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Shrug (Dumbbell)",,"",0,"normal",13,9,,,
"Pull day (back focus)","19 Jun 2024, 17:30","19 Jun 2024, 18:29","","Shrug (Dumbbell)",,"",1,"normal",16,8,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Chest Press (Machine)",,"",0,"normal",30,5,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Chest Press (Machine)",,"",1,"normal",30,5,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Chest Press (Machine)",,"",2,"normal",30,4,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","crossbody cable extension",,"",0,"normal",11,9,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","crossbody cable extension",,"",1,"normal",11,11,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","crossbody cable extension",,"",2,"normal",11,9,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Butterfly (Pec Deck)",,"",0,"normal",58.5,8,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Butterfly (Pec Deck)",,"",1,"normal",63,5,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Butterfly (Pec Deck)",,"",2,"normal",63,5,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Lateral Raise (Machine)",,"",0,"normal",27,12,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Lateral Raise (Machine)",,"",1,"normal",27,11,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Lateral Raise (Machine)",,"",2,"normal",27,10,,,
"Push day (chest focus)","18 Jun 2024, 18:00","18 Jun 2024, 19:27","","Lateral Raise (Machine)",,"",3,"normal",17,10,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Lat Pulldown (Cable)",,"",0,"normal",49.5,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Lat Pulldown (Cable)",,"",1,"normal",49.5,6,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Lat Pulldown (Cable)",,"",2,"normal",49.5,5,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Behind Body Cable Curl",,"",0,"normal",17,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Behind Body Cable Curl",,"",1,"normal",17,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Behind Body Cable Curl",,"",2,"normal",11,9,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39.5,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",39.5,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,7,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Preacher Curl (Machine)",,"",0,"normal",15,6,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Preacher Curl (Machine)",,"",1,"normal",15,6,,,
"Pull day (arms focus)","15 Jun 2024, 20:19","15 Jun 2024, 21:26","","Preacher Curl (Machine)",,"",2,"normal",10,5,,,
