"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,8,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",42.5,9,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,7,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,8,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,6,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","crossbody cable extension",,"",0,"normal",15,12,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Butterfly (Pec Deck)",,"",0,"normal",54,6,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Butterfly (Pec Deck)",,"",2,"normal",54,5,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","27 Jan 2025, 21:00","27 Jan 2025, 22:19","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Behind Body Cable Curl",,"",0,"normal",21,8,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Behind Body Cable Curl",,"",1,"normal",21,7,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Behind Body Cable Curl",,"",2,"normal",21,6,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Lat Pulldown (Cable)",,"",1,"normal",54,7,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Preacher Curl (Machine)",,"",0,"normal",20,7,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Preacher Curl (Machine)",,"",1,"normal",20,4,,,
"Pull day (arms focus)","22 Jan 2025, 18:26","22 Jan 2025, 19:30","","Preacher Curl (Machine)",,"",2,"normal",20,4,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,8,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,7,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,8,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","crossbody cable extension",,"",0,"normal",15,12,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","crossbody cable extension",,"",1,"normal",15,13,,,
"Push day (chest focus)","20 Jan 2025, 18:53","20 Jan 2025, 20:00","","crossbody cable extension",,"",2,"normal",15,10,,,
"Pull day (arms focus)","15 Jan 2025, 21:25","15 Jan 2025, 22:21","","Behind Body Cable Curl",,"",0,"normal",17.5,12,,,
"Pull day (arms focus)","15 Jan 2025, 21:25","15 Jan 2025, 22:21","","Behind Body Cable Curl",,"",1,"normal",21,6,,,
"Pull day (arms focus)","15 Jan 2025, 21:25","15 Jan 2025, 22:21","","Behind Body Cable Curl",,"",2,"normal",21,4,,,
"Pull day (arms focus)","15 Jan 2025, 21:25","15 Jan 2025, 22:21","","Lat Pulldown (Cable)",,"",0,"normal",63,6,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,6,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,7,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,6,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Butterfly (Pec Deck)",,"",0,"normal",49.5,6,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Butterfly (Pec Deck)",,"",1,"normal",49.5,6,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Crunch (Machine)",,"",0,"normal",67,8,,,
"Push day (chest focus)","13 Jan 2025, 21:37","13 Jan 2025, 22:08","","Crunch (Machine)",,"",1,"normal",67,12,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Lat Pulldown (Machine)",,"",0,"normal",67,7,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Lat Pulldown (Machine)",,"",1,"normal",67,5,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Lat Pulldown (Machine)",,"",2,"normal",57,8,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39.5,7,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,6,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,8,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Preacher Curl (Machine)",,"",0,"normal",20,6,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (back focus)","11 Jan 2025, 21:18","11 Jan 2025, 21:59","","Preacher Curl (Machine)",,"",2,"normal",20,6,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,6,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,5,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,5,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","crossbody cable extension",,"",0,"normal",15,13,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","crossbody cable extension",,"",1,"normal",15,12,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Butterfly (Pec Deck)",,"",0,"normal",49.5,6,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Butterfly (Pec Deck)",,"",1,"normal",49.5,6,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Butterfly (Pec Deck)",,"",2,"normal",49.5,5,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Crunch (Machine)",,"",0,"normal",67,8,,,
"Push day (chest focus)","8 Jan 2025, 20:19","8 Jan 2025, 21:43","","Crunch (Machine)",,"",1,"normal",67,12,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Seated Shoulder Press (Machine)",,"",0,"normal",47,11,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Seated Shoulder Press (Machine)",,"",1,"normal",47,9,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","6 Jan 2025, 19:44","6 Jan 2025, 20:52","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Chest Press (Machine)",,"",0,"normal",42.5,5,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Chest Press (Machine)",,"",1,"normal",42.5,7,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Chest Press (Machine)",,"",2,"normal",42.5,8,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","crossbody cable extension",,"",1,"normal",15,10,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Crunch (Machine)",,"",0,"normal",67,6,,,
"Push day (chest focus)","4 Jan 2025, 18:33","4 Jan 2025, 19:42","","Crunch (Machine)",,"",1,"normal",67,7,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Behind Body Cable Curl",,"",0,"normal",17.5,8,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Behind Body Cable Curl",,"",1,"normal",18.25,11,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Behind Body Cable Curl",,"",2,"normal",17.5,8,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Lat Pulldown (Cable)",,"",1,"normal",58.5,6,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Preacher Curl (Machine)",,"",0,"normal",20,7,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Preacher Curl (Machine)",,"",1,"normal",15,7,,,
"Pull day (arms focus)","2 Jan 2025, 15:41","2 Jan 2025, 16:45","","Preacher Curl (Machine)",,"",2,"normal",10,6,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Chest Press (Machine)",,"",0,"normal",42.5,5,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Chest Press (Machine)",,"",1,"normal",42.5,6,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Chest Press (Machine)",,"",2,"normal",42.2,5,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","crossbody cable extension",,"",1,"normal",15,10,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Butterfly (Pec Deck)",,"",0,"normal",36,9,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Butterfly (Pec Deck)",,"",1,"normal",36,8,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Butterfly (Pec Deck)",,"",2,"normal",49.5,5,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","30 Dec 2024, 19:16","30 Dec 2024, 20:19","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Behind Body Cable Curl",,"",0,"normal",17.5,12,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Behind Body Cable Curl",,"",1,"normal",17.5,12,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Behind Body Cable Curl",,"",2,"normal",17.5,8,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Preacher Curl (Machine)",,"",0,"normal",20,7,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Preacher Curl (Machine)",,"",1,"normal",20,6,,,
"Pull day (arms focus)","25 Dec 2024, 16:33","25 Dec 2024, 17:45","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Chest Press (Machine)",,"",0,"normal",42.5,5,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Chest Press (Machine)",,"",1,"normal",42.5,6,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Chest Press (Machine)",,"",2,"normal",42.2,4,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","crossbody cable extension",,"",1,"normal",15,10,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","24 Dec 2024, 18:25","24 Dec 2024, 19:54","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Lat Pulldown (Machine)",,"",0,"normal",67,8,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Lat Pulldown (Machine)",,"",1,"normal",57,7,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Lat Pulldown (Machine)",,"",2,"normal",57,11,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39.5,7,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,6,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,8,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Shrug (Barbell)",,"",0,"normal",55,6,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Shrug (Barbell)",,"",1,"normal",55,6,,,
"Pull day (back focus)","20 Dec 2024, 21:13","20 Dec 2024, 22:04","","Shrug (Barbell)",,"",2,"normal",20,13,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Lateral Raise (Machine)",,"",3,"normal",11,10,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",9,13,,,
"Evening workout 🏋️","19 Dec 2024, 21:51","19 Dec 2024, 22:32","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",9,12,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Behind Body Cable Curl",,"",0,"normal",17.5,10,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Behind Body Cable Curl",,"",1,"normal",17.5,11,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Behind Body Cable Curl",,"",2,"normal",18.25,10,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Lat Pulldown (Cable)",,"",1,"normal",58.5,6,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Seated Row (Machine)",,"",0,"normal",17,12,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Preacher Curl (Machine)",,"",1,"normal",15,9,,,
"Pull day (arms focus)","17 Dec 2024, 20:24","17 Dec 2024, 23:08","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Chest Press (Machine)",,"",0,"normal",40,9,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Chest Press (Machine)",,"",1,"normal",40,8,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Chest Press (Machine)",,"",2,"normal",40,10,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Butterfly (Pec Deck)",,"",1,"normal",58.5,8,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Butterfly (Pec Deck)",,"",2,"normal",63,4,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","16 Dec 2024, 15:25","16 Dec 2024, 17:21","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Behind Body Cable Curl",,"",0,"normal",17.5,10,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Behind Body Cable Curl",,"",1,"normal",17.5,11,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Behind Body Cable Curl",,"",2,"normal",17,10,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Preacher Curl (Machine)",,"",1,"normal",15,9,,,
"Pull day (arms focus)","12 Dec 2024, 19:19","12 Dec 2024, 20:31","","Preacher Curl (Machine)",,"",2,"normal",15,5,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Chest Press (Machine)",,"",0,"normal",40,7,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Chest Press (Machine)",,"",1,"normal",40,8,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Chest Press (Machine)",,"",2,"normal",40,7,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","11 Dec 2024, 19:31","11 Dec 2024, 20:30","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Seated Shoulder Press (Machine)",,"",0,"normal",37,13,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Seated Shoulder Press (Machine)",,"",1,"normal",47,7,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Lateral Raise (Machine)",,"",0,"normal",17,18,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Lateral Raise (Machine)",,"",1,"normal",17,9,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",5,13,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,12,,,
"Shoulder day","7 Dec 2024, 21:27","8 Dec 2024, 00:52","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Behind Body Cable Curl",,"",0,"normal",17.5,9,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Behind Body Cable Curl",,"",1,"normal",17.5,9,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Behind Body Cable Curl",,"",2,"normal",17,9,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Preacher Curl (Machine)",,"",0,"normal",20,4,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Preacher Curl (Machine)",,"",1,"normal",15,6,,,
"Pull day (arms focus)","3 Dec 2024, 21:26","3 Dec 2024, 21:56","","Preacher Curl (Machine)",,"",2,"normal",15,5,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Chest Press (Machine)",,"",0,"normal",40,6,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Chest Press (Machine)",,"",1,"normal",40,5,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Chest Press (Machine)",,"",2,"normal",40,5,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","crossbody cable extension",,"",0,"normal",15,11,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","crossbody cable extension",,"",2,"normal",15,10,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Butterfly (Pec Deck)",,"",1,"normal",58.5,8,,,
